Project Name,Postal Code
MY MANHATTAN,"['529899', '529900', '529901', '529902', '529903', '529904']"
MYRA,['358456']
NADIA MANSIONS,"['329976', '329977']"
NAM PENG CENTRE,['534635']
NASSIM JADE,['258371']
NASSIM PARK,['258387']
NATHAN PLACE,"['248742', '248747']"
NATHAN RESIDENCES,"['248744', '248745']"
NATHAN SUITES,['248743']
NATHAN VILLE,['248743']
NATURA@HILLVIEW,"['669229', '669231', '669233']"
NATURALIS,['425279']
NATURE MANSIONS,['425780']
NAUNG RESIDENCE,['537670']
NEEM TREE,['329341']
NEPTUNE COURT,"['449025', '449026', '449027', '449028', '449029', '449030', '449031', '449032', '449033']"
NESS,['398298']
NEU AT NOVENA,['308140']
NEW COURT,['329387']
NEWEST,['128021']
NEWTON 18,['307989']
NEWTON 21,['307954']
NEWTON EDGE,"['228598', '228600']"
NEWTON HEIGHTS,['307943']
NEWTON LODGE,['307968']
NEWTON ONE,['307943']
NEWTON SUITES,['307994']
NEWTON VIEW,['307957']
NICOLE GREEN,['399710']
NICON GARDENS,"['689389', '689390', '689393', '689394', '689395', '689396', '689398', '689399', '689401', '689402', '689404', '689405', '689408', '689410', '689417', '689419', '689423', '689426', '689433', '689434']"
NIM GARDENS,"['807583', '807584', '807585', '807586']"
NIM PARK,['807582']
NIN RESIDENCE,"['348270', '348271']"
NINE RESIDENCES,"['768894', '768895', '768896']"
NINETEEN SHELFORD ROAD,['288408']
NIVEN LOFT,['228421']
NOMA,"['399756', '399758', '399759']"
NOMU,['229236']
NORFOLK COURT,['219068']
NORMANTON PARK,"['119027', '119028', '117280', '117281', '117282', '117283', '117238', '117284', '117285', '117286']"
NORTH PARK RESIDENCES,"['768797', '768798', '768799', '768800', '768801', '768802', '768803', '768804', '768805', '768806', '768807', '768808']"
NORTHVALE,"['689668', '689669', '689670', '689671', '689672', '689673', '689674']"
NORTHWOOD,"['759158', '759159', '759160', '757487', '757488', '757489']"
NOTTINGHILL SUITES,['596195']
NOUVELLE PARK,"['546684', '546685', '546687']"
NOVA 48,"['328318', '328316']"
NOVA 88,['329640']
NOVELIS,['308322']
NOVENA LODGE,['308729']
NOVENA REGENCY,"['307689', '307690']"
NOVENA SUITES,['308107']
NOVENA VILLE,['307645']
NV RESIDENCES,"['518211', '518212', '518213', '518214', '518190', '518191', '518192', '518194']"
NYON,['439858']
OASIS @ ELIAS,"['519938', '519939', '519941', '519942', '519943', '519944']"
OASIS GARDEN,"['538420', '538421', '538422']"
OCEAN APARTMENTS,"['429065', '429066', '429067', '429068']"
OCEAN FRONT SUITES,"['509424', '509428']"
OCEAN PARK,"['458965', '458966', '458968', '458969', '458970']"
OCTAVILLE,"['429241', '429245', '429247']"
OKIO,['329714']
OLA RESIDENCES,"['437830', '437831', '437832']"
OLEANAS RESIDENCE,['239347']
OLEANDER TOWERS,"['319771', '319772']"
OLINA LODGE,['278735']
OLIVIO,['307761']
OLLOI,['426657']
ONAN COURT,['424774']
ONAN SUITES,['424597']
ONE @ PULASAN,['424366']
ONE AKYAB,['309972']
ONE AMBER,"['439957', '439972', '439974', '439958']"
ONE BALMORAL,"['259784', '259821']"
ONE BERNAM,['78852']
ONE CHATSWORTH,['249745']
ONE DEVONSHIRE,['239896']
ONE DRAYCOTT,['259385']
ONE DUCHESS,['268977']
ONE DUSUN RESIDENCES,['329363']
ONE EIGHTIES RESIDENCES,"['427332', '427334']"
ONE FORT,['439069']
ONE HOLLAND VILLAGE RESIDENCES,"['275754', '275753']"
ONE JERVOIS,"['249115', '249107', '249099', '249101', '249103', '249105']"
ONE K GREENLANE,['438920']
ONE LEICESTER,['358828']
ONE MEYER,['437988']
ONE OXLEY RISE,['238714']
ONE PEARL BANK,['169016']
ONE ROBIN,['258176']
ONE ROSYTH,['546133']
ONE SHENTON,['68803']
ONE ST MICHAEL'S,"['328006', '328007']"
ONE TREE HILL GARDENS,['248677']
ONE TREE HILL RESIDENCE,['248669']
ONE-NORTH EDEN,"['138493', '138492']"
ONE-NORTH RESIDENCES,"['138642', '138643']"
ONEROBEY,['546256']
ONZE @ TANJONG PAGAR,['89218']
OPAL SUITES,['328396']
OPTIMA @ TANAH MERAH,"['465538', '465514', '465515', '465517', '465518']"
ORANGE GROVE RESIDENCES,['258360']
ORCHARD BEL AIR,['248648']
ORCHARD SCOTTS,"['229953', '229955']"
ORCHARD SOPHIA,"['228184', '228185']"
ORCHARD TOWERS,['229594']
ORCHID APARTMENTS,"['289533', '289534', '289535', '289536', '289537', '289538', '289540', '289541', '289542', '289543', '289544', '289545', '289546']"
ORCHID PARK CONDO,"['768449', '768451', '768452', '768453']"
ORCHID PARK CONDOMINIUM,"['768445', '768446', '768447', '768448', '768449', '768451', '768452', '768453']"
ORION,['258333']
OUE TWIN PEAKS,['239197']
OVADA 8,['427071']
OWEN COURT,['218915']
OXFORD SUITES,['218817']
OXLEY EDGE,['238349']
PADDY GREEN,['398982']
PALACE MANSIONS,['398483']
PALAZZETTO,['436891']
PALISADES,['118635']
PALM GALLERIA,"['425701', '425702']"
PALM GARDENS,"['689048', '689049', '689050', '689051']"
PALM GREEN,['117621']
PALM GROVE CONDOMINIUM,"['547315', '547320', '547325']"
PALM HAVEN,['547312']
PALM ISLES,"['506892', '506893', '506894', '506895', '506866', '506867']"
PALM LODGE,"['387902', '387904']"
PALM LOFT,['427282']
PALM MANSIONS,['118684']
PALM OASIS,"['426052', '426154', '426155']"
PALM RESIDENCE,['598429']
PALM SPRING,"['259324', '259326', '259344', '259328']"
PALM VISTA,"['426224', '426225']"
PALMERA EAST,['416914']
PALMERA RESIDENCE,['425163']
PALMWOODS,"['487040', '487041']"
PANDAN VALLEY,"['597625', '597626', '597627', '597628', '597629', '597630', '597631']"
PAPILLON,['329089']
PARADISE PALMS,['439198']
PARBURY HILL CONDOMINIUM,"['467298', '467299', '467301', '467302', '467303', '467304']"
PARC ASTON,['358831']
PARC BLEU,"['427944', '427946']"
PARC BOTANNIA,"['797390', '797391', '797393', '797394']"
PARC CENTENNIAL,['228867']
PARC CENTROS,"['828762', '828763', '828719', '828720', '828721', '828722', '828723', '828724']"
PARC CLEMATIS,"['128795', '128822', '128796', '128823', '128824', '128825', '128826', '128827', '126740']"
PARC ELEGANCE,"['423912', '423762', '423763']"
PARC EMILY,"['228493', '228495', '228490', '228491', '228492']"
PARC ESTA,"['408966', '408967', '408968', '408969', '408970', '408971', '408972', '408973', '408974']"
PARC HAVEN,"['328741', '328743']"
PARC IMPERIAL,"['118618', '117422', '117423', '117425']"
PARC KOMO,"['506786', '506787', '507663', '507664', '506788', '506789', '507665', '507666', '507667', '507668']"
PARC MACKENZIE,['228687']
PARC MONDRIAN,['357916']
PARC OASIS,"['609774', '609775', '609776', '609777', '609778', '609779', '609780', '609781', '609782', '609783']"
PARC OLYMPIA,"['506868', '506869', '506870', '506856', '506858', '506859', '506860', '506861']"
PARC PALAIS,"['598748', '598749', '598750', '598751', '598752', '598753']"
PARC REGENCY,['118652']
PARC RIVIERA,"['126753', '126754']"
PARC ROSEWOOD,"['737783', '737784', '737785', '737786', '737787', '737788', '737789', '737790', '737791', '737792', '737793', '737794', '737795', '737796', '737797']"
PARC SEABREEZE,['427711']
PARC SOMME,['207877']
PARC SOPHIA,"['229979', '229976', '229975']"
PARC STEVENS,"['257913', '257914', '257919']"
PARC VERA,"['534037', '534041', '534039', '534038']"
PARC VISTA,"['649810', '649811', '649812', '649813', '649814', '649815', '649816']"
PARISIAN,['239974']
PARK 1 SUITES,['398054']
PARK COLONIAL,"['357657', '357658', '357685', '357686', '357687', '357688']"
PARK COURT,['426641']
PARK EAST,"['457264', '457265', '457266', '457267', '457268']"
PARK INFINIA AT WEE NAM,"['308342', '308364', '308345', '308366']"
PARK NATURA,"['659763', '659764', '659765', '659766']"
PARK PLACE RESIDENCES AT PLQ,"['409053', '409055', '409056']"
PARK RESIDENCES KOVAN,['534679']
PARK WEST,"['128797', '128798', '128799', '128800', '128801', '128793', '128802', '128794', '128795']"
PARKSHORE,['436917']
PARKSUITES,"['278802', '278804']"
PARKVIEW APARTMENTS,"['658882', '658881', '658880']"
PARKWAY MANSION,['439854']
PARKWOOD RESIDENCES,['545653']
PARQ BELLA,['423719']
PARRY COURT,['547261']
PARVIS,"['278743', '278746']"
PASADENA,['309470']
PASIR PANJANG LODGE,['118722']
PASIR RIS 8,"['519468', '519469', '519470', '519471', '519472', '519473', '519467']"
PASIR VIEW PARK,['118571']
PASTORAL VIEW,['309837']
PATERSON LINC,['238509']
PATERSON RESIDENCE,['238549']
PATERSON TOWER,['238567']
PAVILION 11,"['309978', '309979']"
PAVILION SQUARE,['389366']
PAYA LEBAR RESIDENCES,['409042']
PEACE CENTRE/MANSIONS,['228149']
PEACH GARDEN,"['437603', '437606']"
PEAK COURT CONDOMINIUM,['307675']
PEAK RESIDENCE,"['307675', '307691', '307676']"
PEARL BANK APARTMENT,['169016']
PEARLS CENTRE,['59812']
PEBBLE BAY,"['436918', '436919', '436920', '436921']"
PEBBLE GARDENS,"['399830', '399832', '399834']"
PECK HAY MANSIONS,['228312']
PEILY COURT,['425767']
PEIRCE VIEW,['574418']
PENANG SERVICE APARTMENTS,['398213']
PENDER COURT,['98729']
PENG'S COURT,['423714']
PENROSE,"['387395', '387396', '387398', '387399', '387400']"
PEOPLE'S MANSION,"['388022', '388027', '388018']"
PEOPLE'S PARK CENTRE,['58359']
PEOPLE'S PARK COMPLEX,['59108']
PEPPERMINT GROVE,['307971']
PEPYS HILL CONDOMINIUM,['118450']
PERFECT TEN,"['259781', '259713']"
PERPETUAL APARTMENTS,"['398614', '398615', '398617', '398619']"
PETAIN COURT,"['208085', '208088']"
PETIT JERVOIS,['247657']
PHOENIX COURT,['238139']
PHOENIX HEIGHTS,"['668161', '668164', '668165', '668166', '668378', '668379', '668380', '668381', '668382', '668383', '668384', '668385', '668160']"
PHOENIX RESIDENCES,"['668383', '668384', '668385']"
PICARDY GARDENS,"['488677', '488679', '488681', '488687', '488695', '488697', '488699', '488701', '488671', '488673']"
PICCADILLY GRAND,"['219568', '219569', '219570']"
PIN MANSIONS,['547837']
PIN TJOE COURT,['259954']
PINE COURT,"['425440', '425441', '425442']"
PINE VIEW,"['425710', '425713']"
PINEHURST CONDOMINIUM,['425569']
PINETREE CONDOMINIUM,['259856']
PINETREE HILL,"['598441', '598442', '598444']"
PINEWOOD GARDENS,"['259850', '259852', '259854']"
PINNACLE 16,['328107']
PLATINA GARDENS,['758387']
PLATINUM EDGE,['358847']
POH HENG COURT,['455055']
POLLEN & BLEU,"['259296', '259297', '259298']"
POMEX COURT,['426657']
POSHGROVE EAST,"['429099', '429100', '429101', '428960']"
PRESIDIO,['423472']
PRESTIGE HEIGHTS,['329778']
PRESTIGE LOFT,['423911']
PRESTIGE POINT,['534986']
PRESTIGE RESIDENCE,['426235']
PRESTO@UPPER SERANGOON,['534543']
PRIME RESIDENCE,['398697']
PRIMEDGE,['398236']
PRIMO RESIDENCES,"['537652', '537653']"
PRINCIPAL GARDEN,"['159026', '159027', '159028', '159029']"
PRISTINE HEIGHTS,['219053']
PROMISES GARDENS,['268386']
PROSPERITY MANSION,['328717']
PROSPERO VILLE,['425766']
PROXIMO,['258204']
PUBLIC MANSION,['329813']
PULLMAN RESIDENCES NEWTON,['309421']
PUMPKIN GARDEN,['423728']
Q BAY RESIDENCES,"['528583', '528588', '528590', '528591', '528584', '528585', '528586', '528587']"
QUBE SUITES,['418804']
QUEEN ASTRID GARDENS,"['266879', '266863', '266873', '266874']"
QUEENS,"['148954', '148955', '148957']"
QUEENS PEAK,"['149456', '149457']"
QUEENSBERRY LODGE,['248185']
QUEENSWAY TOWER,['149053']
QUESTA @ DUNMAN,['439219']
QUINTERRA,['278636']
R MAISON,['357699']
R66 APARTMENTS,['218356']
RACE COURSE 138,['218591']
RACE COURSE BUILDING,['218664']
RACE COURSE MANSION,['218583']
RACE COURSE RD/OWEN RD CON AREA,['218660']
RADIX,['428228']
RAFFLESIA CONDOMINIUM,"['579800', '579801']"
RAINBOW GARDEN,"['596678', '596680', '596681']"
RAJAH MAISONETTE,['329139']
RAJAH TOWERS,['329141']
RAMBAI COURT,['424334']
RAMBUTAN MANSIONS,['424292']
RANGOON 88,['218374']
RANGOON APARTMENTS,['218447']
RANGOON COURT,['218386']
RANGOON VIEW,['218460']
RE CHARGE @ 303,['238344']
REFLECTIONS AT KEPPEL BAY,"['98402', '98408', '98410', '98412', '98414', '98415', '98416', '98417', '98403', '98418', '98419', '98404', '98405', '98406']"
REGAL 35,['387945']
REGAL COURT,['328837']
REGENCY LODGE,['248191']
REGENCY PARK,"['248732', '248737', '248741', '248726', '248727', '248728', '248730']"
REGENCY SUITES,"['169279', '169262']"
REGENT COURT,['328190']
REGENT GARDEN,"['127364', '127365']"
REGENT GROVE,"['689527', '689528', '689529']"
REGENT HEIGHTS,"['659801', '659802', '659804']"
REGENT PARK,"['128803', '128805']"
REGENT RESIDENCES,['328190']
REGENTVILLE,"['538687', '538688', '538683', '538685', '538686']"
REGIS MANSIONS,['598433']
RESIDENCE 118,['425552']
RESIDENCE 66,['423788']
RESIDENCE TWENTY-TWO,['423844']
RESIDENCES 88,['417297']
RESIDENCES @ EVELYN,"['309311', '309306']"
RESIDENCES @ JANSEN,['548432']
RESIDENCES @ KILLINEY,['239566']
RESIDENCES @ SOMME,['208108']
RESIDENCES AT 338A,['238381']
RESIDENCES BOTANIQUE,"['545550', '545551']"
REZI 24,['398636']
REZI 26,"['398480', '398504', '398505']"
REZI 35,['387949']
REZI 3TWO,['398308']
RHAPSODY ON MOUNT ELIZABETH,['228513']
RIA APARTMENTS,['119462']
RICCHEZZA,['425399']
RICH EAST GARDEN,"['466438', '466440', '466442', '466444']"
RICH MANSIONS,['259709']
RICH.RESIDENCE,['546438']
RICHARDS MANSIONS,['546430']
RICHMOND PARK,['229920']
RIDGE COURT,['358459']
RIDGEWOOD,"['276692', '276906', '276694', '277107', '277113']"
RIO GARDENS,['329001']
RIO VISTA,"['534198', '534199', '534201', '534202', '534203', '534204', '534205', '534206', '534207', '534208', '534209']"
RIPPLE BAY,"['518163', '518164', '518166', '518184', '518160', '518161', '518162']"
RIS GRANDEUR,"['519929', '519930', '519931', '519932', '519933', '519934', '519935']"
RISING COURT,"['427652', '427656']"
RISING SUITES,['258124']
RITZ @ FARRER,['218593']
RITZ MANSIONS,['329776']
RITZ REGENCY,['438611']
RIVA LODGE,['239230']
RIVAGE,['438044']
RIVAN COURT,['429249']
RIVER ISLES,"['828820', '828821', '828822', '828823', '828729', '828730', '828731', '828732', '828733']"
RIVER PLACE,"['169658', '169659', '169660', '169661']"
RIVER VALLEY COURT,['238370']
RIVERBANK @ FERNVALE,"['797475', '797476', '797477', '797478']"
RIVERBAY,['328704']
RIVEREDGE,['436593']
RIVERFRONT RESIDENCES,"['533813', '533814', '533815', '533816', '533817', '533818', '533819', '533820', '533821']"
RIVERGATE,"['238255', '238257', '238258']"
RIVERIA GARDENS,['238406']
RIVERIA LODGE,['238403']
RIVERIA VIEW,['238404']
RIVERSAILS,"['534031', '534030', '534029', '534028', '534027', '534035', '534026', '534025', '534024', '534034', '534033', '534032']"
RIVERSHIRE,['239229']
RIVERSIDE 48,['238237']
RIVERSIDE MELODIES,['327995']
RIVERSOUND RESIDENCE,"['544811', '544813', '544740', '544741', '544742', '544743']"
RIVERTREES RESIDENCES,"['797460', '797461', '797462', '797463', '797464']"
RIVERVALE CREST,"['545084', '545085', '545086']"
RIVERWALK APARTMENTS,['58416']
RIVIERA 38,['328712']
RIVIERA POINT,['239320']
RIVIERA RESIDENCES,"['467203', '467205', '467202']"
RIVIERE,"['169423', '169424']"
RIZ HAVEN,"['506928', '506929']"
ROBERTSON 100,['238250']
ROBERTSON BLUE,['238247']
ROBERTSON EDGE,['238010']
ROBIN COURT,['258263']
ROBIN REGALIA,['258210']
ROBIN RESIDENCES,"['258261', '258263', '258267', '258268', '258269']"
ROBIN SUITES,['258203']
ROBINSON SUITES,['68882']
ROCCA BALESTIER,['329928']
ROCHELLE AT NEWTON,['308414']
ROOTS @ TRANSIT,['778885']
ROSALIA PARK,"['536407', '536408', '536412']"
ROSE COURT,['437377']
ROSE GARDEN,"['439913', '439919', '439928', '439934', '439941', '439892', '439894', '439897', '439901']"
ROSE MAISON,['438865']
ROSE MANSIONS,['437370']
ROSE VILLE,['437384']
ROSEVALE,['308362']
ROSEWOOD,"['737934', '737939', '737940', '737935', '737936', '737937', '737938']"
ROSEWOOD SUITES,"['737873', '737874', '737875', '737876']"
ROSYTH LODGE,['546143']
ROSYTH RESIDENCE,['546200']
ROSYTH VILLE,['546134']
ROXY SQUARE,['428769']
ROYAL COURT,['598436']
ROYAL HALLMARK,['438803']
ROYALE MANSIONS,"['424379', '424380', '424373', '424375', '424377']"
ROYALGREEN,"['279988', '279989', '279990', '279991', '279992', '279994', '279995', '279996']"
ROYALVILLE,"['279888', '279889', '279890']"
ROYCE RESIDENCES,['399242']
RUBY PLAZA,['329682']
RV ALTITUDE,['238385']
RV EDGE,['248209']
RV POINT,['238291']
RV RESIDENCES,"['248346', '248348', '248350', '248352', '248354', '248356']"
RV SUITES,['248289']
RYMDEN 77,['426094']
SAI HO BUILDING,['534645']
SALLIM LODGE,['387635']
SAM KIANG MANSIONS,['238108']
SAM LEONG MANSION,['207906']
SANCTUARY @ 813,['534085']
SANCTUARY GREEN,"['436922', '436923', '436924', '436925', '436927']"
SANCTUARY@NEWTON,['307742']
SANDALWOOD,['423480']
SANDY EIGHT,['437324']
SANDY PALM,"['509413', '509414']"
SANT RITZ,['348196']
SANTA FE MANSIONS,['438073']
SAPPHIRE COURT,"['425676', '425684']"
SARHAD VILLE,"['119161', '119162', '119163', '119164', '119165', '119166', '119167', '119168']"
SARKIES COURT,['258125']
SAVANNAH CONDOPARK,"['528779', '528780', '528781', '528782', '528783', '528784', '528785', '528786', '528787', '528788', '528789', '528790', '528791', '528792', '528793', '528794', '528795', '528796']"
SCENECA RESIDENCE,"['468457', '468458']"
SCENIC HEIGHTS,['329929']
SCK VILLE,['438840']
SCOTTS 28,['228223']
SCOTTS HIGHPARK,['228239']
SCOTTS SQUARE,['228238']
SEA AVENUE MANSIONS,['424244']
SEA AVENUE RESIDENCES,['424228']
SEA ESTA,"['518156', '518157', '518158', '518145', '518146', '518147']"
SEA PAVILION RESIDENCES,['466522']
SEAHILL,"['126777', '126778']"
SEASIDE RESIDENCES,"['448869', '448870', '448872', '448873']"
SEASONS PARK,"['787078', '787079', '787080', '787082']"
SEASONS VIEW,"['576149', '576150']"
SEASTRAND,"['518185', '518180', '518181', '518182', '518183', '518186', '518187', '518188', '518189']"
SEASUITES,['118617']
SEAVIEW POINT,['439865']
SECOND AVENUE JUNCTION,['269748']
SELANTING GREEN,['598368']
SELEGIE CENTRE,['188332']
SELETAR GARDEN,"['809582', '809583', '809585', '809586', '809587', '809578']"
SELETAR PARK RESIDENCE,"['807019', '807020', '807021']"
SELETAR SPRINGS CONDOMINIUM,"['798592', '798593', '798594', '798595', '799035', '799036']"
SELETARIS,"['757706', '757707', '757708', '757709', '757710', '757711']"
SEMBAWANG COTTAGE,['758382']
SENG MANSION,['258176']
SENGKANG GRAND RESIDENCES,"['544693', '544567', '544568', '544569', '544570', '544571', '544572', '544573', '544574']"
SENNETT ESTATE,"['348598', '348600', '348602', '348604', '348606']"
SENNETT RESIDENCE,"['348226', '348228', '348230', '348232']"
SERAN COURT,"['357958', '357959']"
SERAYA 9,['437276']
SERAYA BREEZE,['437235']
SERAYA COURT,['437277']
SERAYA RESIDENCES,['437279']
SERAYA VILLE,"['437278', '437280', '437282', '437286', '437288', '437290', '437292']"
SERENE VIEW MANSIONS,"['358719', '358722', '358725', '358726', '358728']"
SERENITY BREEZE,['425927']
SERENITY PARK,"['806105', '806106', '806107', '806109', '806110', '806111']"
SEVEN HOLT ROAD,['249445']
SEVENTY SAINT PATRICK'S,"['424175', '424177', '424179', '424180', '424181', '424182', '424183', '424184', '424185']"
SHAN COURT,['328105']
SHAN GATE APARTMENTS,['328103']
SHANGHAI ONE,['248180']
SHAW PLAZA - TWIN HEIGHTS,"['329779', '329780']"
SHEARES VILLE,['249446']
SHEBA LODGE,['429777']
SHELFORD 23,"['288413', '286655']"
SHELFORD COURT,['288413']
SHELFORD GREEN,['288352']
SHELFORD MANSIONS,['288421']
SHELFORD REGENCY,['288455']
SHELFORD SUITES,"['288383', '286654', '286653']"
SHELFORD VALE,['288407']
SHELFORD VIEW,['288420']
SHERIDAN COURT,['429076']
SHERWOOD CONDOMINIUM,['598669']
SHERWOOD TOWER,"['588996', '588998']"
SHIRO,['426025']
SHU JIN COURT,['425746']
SIGLAP COURT,['455839']
SIGLAP LODGE,"['455231', '455236']"
SIGLAP V,['458278']
SIGNATURE AT LEWIS,['258617']
SIGNATURE CREST,['438951']
SIGNATURE PARK,"['596738', '596748', '596739', '596740', '596741', '596742', '596743', '596744', '596745', '596746']"
SIGNATURE RESIDENCE,['438916']
SILAHIS APARTMENTS,['425762']
SILVER TOWER,['229657']
SILVERSCAPE,['398299']
SILVERSEA,"['449305', '449306', '449307', '449308']"
SIMON PLAZA,['548008']
SIMS DORADO,['387869']
SIMS EDGE,['389760']
SIMS GREEN,"['388133', '388134']"
SIMS MANSION,"['388082', '388083', '388084']"
SIMS MEADOWS,['387977']
SIMS POINT,['388489']
SIMS RESIDENCES,['387882']
SIMS URBAN OASIS,"['387390', '387391', '387393', '387394', '387386', '387387', '387388', '387389']"
SIMSVILLE,"['389758', '389754', '389756', '389757']"
SIN CHUAN GARDEN,"['416324', '416326', '416329', '416316']"
SIN MING PLAZA,"['575583', '575584', '575585']"
SING LIAN BUILDING,['419841']
SINGA COURT,"['418108', '418109', '418110', '418111', '418112']"
SINGA HILLS,['418109']
SIXTEEN35 RESIDENCES,['387946']
SIXTH AVENUE CENTRE,['279883']
SIXTH AVENUE VILLE,['276484']
SKIES MILTONIA,"['768123', '768053', '768054', '768055', '768056', '768057', '768058', '768059', '768060', '768061', '768062', '768049', '768063', '768064', '768065', '768050', '768051', '768052']"
SKT MANSIONS,['388307']
SKY EDEN@BEDOK,['469657']
SKY EVERTON,['89396']
SKY GREEN,"['368236', '368237']"
SKY HABITAT,"['573908', '573909']"
SKY VUE,"['573910', '573911']"
SKY@ELEVEN,"['297727', '297724', '297725', '297726']"
SKYLINE RESIDENCES,"['109030', '109025', '109026']"
SKYPARK,['238107']
SKYSUITES17,['329137']
SKYSUITES@ANSON,['79718']
SLOANE RESIDENCES,['259803']
SMAILING COURT,['416851']
SMART SUITES,['387516']
SOHO 188,['218612']
SOHO @ FARRER,['218605']
SOLEIL @ SINARAN,"['307467', '307468']"
SOMMERVILLE COURT,"['358246', '358247', '358249']"
SOMMERVILLE GRANDEUR,"['259275', '259276', '259278', '259279']"
SOMMERVILLE LOFT,['358178']
SOMMERVILLE PARK,"['259294', '259295', '258046', '258049', '258050', '259280', '258051', '259281', '258052', '259282', '259283', '258054', '258055', '258056', '258057', '259289', '259291', '259292', '259293']"
SOPHIA 98,['228165']
SOPHIA APARTMENTS,['229975']
SOPHIA COURT,['229978']
SOPHIA HILLS,"['228461', '228471', '228472', '228473', '228474', '228475', '228476', '228477', '228478', '228453', '228458', '228470']"
SOPHIA LODGE,['228152']
SOPHIA MANSION,['229977']
SOPHIA RESIDENCE,"['228194', '228196', '228191', '228192', '228193']"
SOPHIA VILLA,['228184']
SOUTHAVEN I,"['587972', '587973']"
SOUTHAVEN II,"['587967', '587968', '587969', '587970', '587971']"
SOUTHBANK,['198784']
SPA BUILDING,['207274']
SPACE @ KOVAN,['545679']
SPANISH VILLAGE,"['268844', '268845', '268846', '268847', '268848', '268849']"
SPAZIO @ KOVAN,['534635']
SPOTTISWOODE 18,['88642']
SPOTTISWOODE APARTMENT,['88659']
SPOTTISWOODE RESIDENCES,['88660']
SPOTTISWOODE SUITES,['88661']
SPRING @ KATONG,"['429748', '429749']"
SPRING @ LANGSAT,['426691']
SPRING GARDENS,['438769']
SPRING GROVE,"['249565', '249566', '249567']"
SPRINGDALE CONDOMINIUM,"['587978', '587977', '587976', '587975']"
SPRINGVALE,['459107']
SPRINGWELL MANSION,"['468791', '468793']"
ST FRANCIS COURT,['328071']
ST FRANCIS LODGE,['328074']
ST MARTIN RESIDENCE,"['257989', '257992', '258005']"
ST MARTIN'S APARTMENT,['257988']
ST MARTIN'S LODGE,['257998']
ST MICHAEL REGENCY,['328008']
ST MICHAEL'S CONDOMINIUM,"['327978', '328003']"
ST MICHAEL'S PLACE,['329022']
ST PATRICK'S COURT,"['424145', '424147', '424149', '424151', '424153']"
ST PATRICK'S GARDEN,"['424191', '424192', '424194', '424195', '424196', '424199', '424201', '424175', '424179', '424180', '424183', '424184', '424185', '424190']"
ST PATRICK'S GREEN,['424167']
ST PATRICK'S LOFT,"['424164', '424165', '424166']"
ST PATRICK'S RESIDENCES,"['424216', '424217', '424171', '424218', '423467']"
ST PATRICK'S VIEW,['424169']
ST PATRICK'S VILLA,['424164']
ST THOMAS COURT,['238120']
ST THOMAS MANSIONS,['238107']
ST THOMAS VIEW,['238109']
ST THOMAS VILLE,['238118']
STADIA,['545542']
STAR MANSIONS,['307741']
STARLIGHT SUITES,['238437']
STARS OF KOVAN,"['533856', '533855', '533854', '534732']"
STARVILLE,"['417454', '417455', '417456', '417471', '417472']"
STELLAR RV,['248306']
STEVENS LOFT,['257902']
STEVENS SUITES,['257940']
STILL 123,['426775']
STILL MANSIONS,"['423950', '423951']"
STILLINGIA COURT,"['423956', '423957', '423958']"
STILLZ RESIDENCE,['426411']
STIRLING RESIDENCES,"['148960', '148961', '148962']"
STRAITS MANSIONS,['424246']
STRAITS RESIDENCES,['427884']
STRATA,['309329']
STRATFORD COURT,['489929']
STRATUM,"['519955', '519956', '519957', '519958', '519945', '519946', '519947', '519948', '519949', '519950', '519951', '519952', '519953', '519954']"
STUDIO 3,['248196']
STUDIO8,['389144']
STUDIOS @ MARNE,['208393']
STUDIOS@TEMBELING,['423718']
STURDEE RESIDENCES,['209955']
STURDEE VIEW,['207851']
SUFFOLK PREMIER,['307781']
SUITES 123,['218401']
SUITES 28,['398361']
SUITES @ AMBER,['439874']
SUITES @ CAIRNHILL,['229719']
SUITES @ EASTCOAST,"['455273', '455275', '455277']"
SUITES @ EUNOS,['417958']
SUITES @ GUILLEMARD,['438133']
SUITES @ KOVAN,['534729']
SUITES @ NEWTON,['307740']
SUITES @ OWEN,['218926']
SUITES @ PAYA LEBAR,"['534996', '534049']"
SUITES @ SHREWSBURY,['307842']
SUITES @ SIMS,['387544']
SUITES @ SURREY,['307745']
SUITES @ TOPAZ,['327849']
SUITES AT BUKIT TIMAH,['596180']
SUITES AT ORCHARD,['229239']
SUITES DE LAUREL,['588997']
SUITES TWENTY-TWO,['426194']
SUITES@ KATONG,['437050']
SUITES@BRADDELL,['359965']
SUITES@CHANGI,['419740']
SULTAN GATE PLACE,['198474']
SUMMER APARTMENTS,['238374']
SUMMER GREEN,['329585']
SUMMER SCENT,['548315']
SUMMER VIEW,['398986']
SUMMERHILL,"['596229', '596230', '596231']"
SUN COURT,['598123']
SUN PLAZA,['757713']
SUN ROSIER,"['538537', '538540', '538545', '538548', '538565', '538572', '538573', '538576', '538578', '538585', '538587', '538590', '538591', '538600', '538605', '538608', '538610', '538613', '538619', '538620']"
SUNBIRD VIEW,"['487230', '487234', '487235']"
SUNFLOWER COURT,['399182']
SUNFLOWER GRANDEUR,['387878']
SUNFLOWER LODGE,['398207']
SUNFLOWER MANSIONS,['398489']
SUNFLOWER REGENCY,['398753']
SUNFLOWER RESIDENCE,"['398305', '398307']"
SUNFLOWER VIEW,['398162']
